split,cell_emb,drug_emb,model,variant,inert_embedding,grouping,metric,value,se,n_seeds_or_folds,n_units,run_dir
loclo_loo,gformer_cancer,biomed,mlp,full,none,within_cell_line,MCC,0.531427845871138,0.01144583940099011,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,mlp,full,none,within_cell_line,AUROC,0.8488352826510721,0.001202876725213849,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,mlp,full,none,overall,MCC,0.5314278458711379,0.045430839270032,38,,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,mlp,full,none,overall,AUROC,0.848835282651072,0.0239087866227304,38,,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__mlp
loclo_loo,gformer_cancer,biomed,xrfm,full,none,within_drug,MCC,-0.041406750445040615,0.0133371349821465,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,biomed,xrfm,full,none,within_drug,AUROC,0.4999568951837073,0.005538255319857107,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,biomed,xrfm,full,none,within_cell_line,MCC,0.5236191627196535,0.008561329946100694,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,biomed,xrfm,full,none,within_cell_line,AUROC,0.8347779170147591,0.001719019716671575,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,biomed,xrfm,full,none,overall,MCC,0.5236191627196533,0.0445006616450675,38,,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,biomed,xrfm,full,none,overall,AUROC,0.8347779170147591,0.0291756980005173,38,,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__biomed__xrfm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,within_drug,MCC,-0.034637059044023734,0.003957555245678233,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,within_drug,AUROC,0.49868264497222253,0.00084457056251235,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,within_cell_line,MCC,0.5182263704374127,0.006996460911615068,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,within_cell_line,AUROC,0.8426604706209969,0.00017248639651953318,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,overall,MCC,0.5182263704374126,0.045200113745404,38,,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,lightgbm,full,none,overall,AUROC,0.8426604706209969,0.0285989518457567,38,,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__lightgbm
loclo_loo,gformer_cancer,chemberta,mlp,full,none,within_drug,MCC,0.0229672221115217,0.015867659069810035,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,mlp,full,none,within_drug,AUROC,0.48156467502155786,0.012661035376811756,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,mlp,full,none,within_cell_line,MCC,0.5417782143768548,0.008040168094894466,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,mlp,full,none,within_cell_line,AUROC,0.8406171679197995,0.0005524783233471319,3,38.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,mlp,full,none,overall,MCC,0.5417782143768547,0.0420779829843017,38,,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,mlp,full,none,overall,AUROC,0.8406171679197995,0.0242233106877357,38,,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__mlp
loclo_loo,gformer_cancer,chemberta,xrfm,full,none,within_drug,MCC,-0.048389371323839366,0.02004429657934651,3,10.0,results/tahoe/bal15_drugs/loclo_loo__gformer_cancer__chemberta__xrfm
